batch_id,prev_pos,pos_code,brand,condition,timestamp,temperature,humidity,risk_score
B489,,C,Brand_4,Bad,2025-12-27 00:56:00,33.0,44.0,79
B149,,P,Brand_4,Safe,2025-12-07 17:20:00,28.0,63.0,0
B435,L,M,Brand_10,Safe,2025-12-04 09:26:00,,40.0,4
B262,S,T,Brand_2,Need Attention,2025-12-26 10:59:00,27.0,,54
B106,M,N,Brand_8,Need Attention,2025-12-15 22:18:00,,65.0,54
B415,T,O,Brand_1,Need Attention,2026-01-08 16:09:00,,,47
B070,J,K,Brand_2,Bad,2025-12-26 16:25:00,29.0,62.0,76
B090,G,H,Brand_4,Bad,2026-01-18 19:04:00,,57.0,81
B251,Q,R,Brand_4,Need Attention,2026-02-01 14:32:00,,52.0,55
B143,D,E,Brand_9,Safe,2025-12-31 18:18:00,,,4
B292,E,F,Brand_5,Need Attention,2026-02-02 10:31:00,,49.0,50
B277,O,P,Brand_3,Need Attention,2026-01-05 23:15:00,34.0,,51
B438,R,S,Brand_7,Need Attention,2026-02-03 14:06:00,19.0,48.0,52
B037,O,P,Brand_3,Bad,2025-12-09 13:33:00,27.0,,76
B404,L,M,Brand_1,Bad,2025-12-08 05:02:00,,,85
B347,B,C,Brand_1,Safe,2026-02-05 09:34:00,30.0,50.0,2
B017,B,C,Brand_10,Need Attention,2025-12-15 08:08:00,26.0,41.0,47
B366,,Q,Brand_1,Bad,2026-01-16 13:37:00,22.0,48.0,81
B064,N,O,Brand_9,Need Attention,2025-12-09 10:18:00,33.0,,46
B210,,E,Brand_6,Safe,2026-01-24 10:42:00,,60.0,4
B111,,K,Brand_6,Need Attention,2026-01-14 12:45:00,,,46
B014,,A,Brand_9,Safe,2025-12-18 00:08:00,,58.0,3
B187,O,P,Brand_1,Bad,2026-01-27 07:41:00,,,85
B031,,A,Brand_5,Safe,2025-12-18 17:34:00,,,0
B414,B,C,Brand_5,Bad,2026-01-21 15:55:00,33.0,54.0,83
B100,,A,Brand_1,Bad,2026-01-11 04:52:00,,52.0,84
B386,K,L,Brand_10,Need Attention,2025-12-03 14:07:00,24.0,33.0,55
B197,S,T,Brand_2,Safe,2025-12-04 22:58:00,33.0,,5
B489,R,S,Brand_6,Need Attention,2026-01-27 11:44:00,,67.0,52
B070,S,T,Brand_8,Need Attention,2025-12-08 03:09:00,,69.0,46
B492,C,D,Brand_10,Bad,2026-01-05 22:45:00,28.0,,85
B455,T,R,Brand_8,Bad,2026-01-04 04:30:00,32.0,32.0,78
B306,,M,Brand_6,Need Attention,2026-01-02 18:34:00,,,47
B025,Q,R,Brand_9,Need Attention,2026-01-04 00:48:00,,,48
B176,P,Q,Brand_8,Safe,2026-02-04 20:01:00,,,1
B475,,M,Brand_3,Bad,2026-01-24 14:10:00,,,78
B332,N,O,Brand_1,Need Attention,2026-01-30 01:11:00,28.0,55.0,55
B154,,G,Brand_9,Safe,2025-11-28 18:38:00,30.0,,1
B259,S,T,Brand_9,Need Attention,2026-02-05 05:18:00,28.0,,51
B110,J,K,Brand_7,Need Attention,2025-12-24 13:36:00,23.0,,50
B498,,J,Brand_9,Safe,2026-02-03 12:34:00,,49.0,2
B157,B,C,Brand_6,Safe,2025-11-29 09:16:00,,,0
B417,F,G,Brand_1,Safe,2026-01-28 15:50:00,,40.0,0
B426,I,J,Brand_4,Need Attention,2026-01-08 21:08:00,,40.0,49
B186,J,K,Brand_5,Bad,2025-12-16 16:04:00,29.0,44.0,83
B174,L,M,Brand_1,Safe,2026-01-19 08:46:00,30.0,,2
B168,F,G,Brand_10,Bad,2025-12-11 09:10:00,19.0,61.0,75
B456,,E,Brand_2,Safe,2025-12-14 12:44:00,35.0,58.0,2
B007,F,G,Brand_2,Bad,2025-12-02 20:24:00,29.0,,85
B304,,D,Brand_5,Safe,2026-01-07 20:33:00,,62.0,4
B440,Q,R,Brand_10,Need Attention,2026-02-02 09:23:00,35.0,51.0,54
B189,M,N,Brand_4,Need Attention,2026-01-20 17:03:00,,,49
B302,K,L,Brand_2,Safe,2026-01-09 09:02:00,,63.0,0
B165,G,H,Brand_7,Need Attention,2026-01-31 08:27:00,20.0,,54
B405,,I,Brand_5,Safe,2025-12-27 00:57:00,16.0,,0
B419,P,Q,Brand_10,Safe,2026-01-11 10:40:00,33.0,,0
B086,F,G,Brand_10,Bad,2025-12-25 18:59:00,31.0,,84
B438,R,S,Brand_4,Bad,2026-01-28 04:24:00,,,77
B336,T,J,Brand_7,Bad,2026-01-09 11:54:00,,34.0,79
B447,S,T,Brand_6,Bad,2025-12-01 16:53:00,29.0,,80
B358,I,J,Brand_6,Safe,2026-01-05 11:59:00,,67.0,0
B394,J,K,Brand_3,Need Attention,2025-12-05 19:33:00,32.0,,49
B444,S,T,Brand_7,Bad,2025-12-30 01:08:00,32.0,43.0,81
B210,F,G,Brand_7,Need Attention,2026-01-23 00:05:00,32.0,66.0,47
B448,Q,R,Brand_6,Safe,2025-11-28 16:18:00,,34.0,5
B326,M,N,Brand_8,Safe,2025-12-05 14:12:00,16.0,,0
B097,Q,R,Brand_1,Safe,2026-02-01 07:56:00,,46.0,0
B336,,G,Brand_7,Bad,2026-01-08 08:33:00,,33.0,82
B396,R,S,Brand_8,Safe,2025-12-20 18:58:00,28.0,,0
B473,B,C,Brand_2,Bad,2026-01-20 23:20:00,,39.0,79
B276,S,T,Brand_10,Safe,2026-02-03 11:16:00,,,3
B490,E,F,Brand_3,Bad,2026-01-08 19:14:00,30.0,42.0,85
B494,E,F,Brand_5,Need Attention,2026-01-26 02:23:00,16.0,,53
B287,T,G,Brand_3,Safe,2026-01-21 18:24:00,,58.0,0
B150,,M,Brand_1,Bad,2025-12-07 23:17:00,,65.0,77
B045,R,S,Brand_3,Need Attention,2025-12-22 07:26:00,,,47
B101,B,C,Brand_1,Need Attention,2025-12-14 19:13:00,22.0,68.0,52
B142,J,K,Brand_10,Bad,2026-01-14 20:23:00,15.0,,77
B340,,Q,Brand_7,Safe,2026-02-05 09:07:00,17.0,53.0,1
B114,P,Q,Brand_1,Safe,2026-01-07 14:20:00,,,0
B311,D,E,Brand_2,Safe,2026-01-07 08:20:00,31.0,33.0,0
B199,H,I,Brand_2,Need Attention,2026-02-04 14:30:00,21.0,42.0,47
B278,F,G,Brand_2,Safe,2025-12-04 15:30:00,,,0
B282,,M,Brand_2,Need Attention,2025-12-29 04:45:00,35.0,49.0,46
B312,J,K,Brand_9,Bad,2025-12-21 21:45:00,,,78
B237,,K,Brand_9,Bad,2026-01-08 02:49:00,,,83
B252,G,H,Brand_3,Bad,2026-01-31 16:28:00,21.0,44.0,80
B104,K,L,Brand_6,Bad,2025-12-04 05:11:00,,43.0,77
B213,,K,Brand_5,Need Attention,2025-12-06 12:01:00,35.0,,52
B024,,I,Brand_7,Safe,2026-01-09 07:28:00,22.0,32.0,0
B126,E,F,Brand_7,Bad,2025-12-21 17:04:00,28.0,,85
B245,C,D,Brand_5,Need Attention,2026-01-12 21:44:00,,,53
B238,,S,Brand_8,Safe,2025-12-18 05:26:00,,,0
B403,H,I,Brand_9,Bad,2025-11-29 17:16:00,,,78
B253,,L,Brand_4,Bad,2026-01-28 19:04:00,,,75
B303,O,P,Brand_1,Safe,2025-12-01 17:35:00,,,1
B220,D,E,Brand_6,Bad,2026-01-05 02:06:00,,32.0,85
B247,T,Q,Brand_5,Bad,2025-12-10 01:46:00,21.0,36.0,81
B150,D,E,Brand_10,Need Attention,2025-12-05 06:41:00,24.0,45.0,45
B329,Q,R,Brand_9,Need Attention,2026-02-02 02:00:00,34.0,65.0,54
B355,P,Q,Brand_6,Need Attention,2025-12-12 03:06:00,,,53
B488,,K,Brand_9,Bad,2026-01-18 14:06:00,,,83
B172,E,F,Brand_8,Bad,2025-12-04 20:01:00,35.0,,79
B006,,N,Brand_7,Bad,2026-01-07 04:10:00,27.0,44.0,82
B463,S,T,Brand_8,Need Attention,2026-02-02 13:25:00,,,48
B077,S,T,Brand_10,Need Attention,2026-01-14 01:39:00,35.0,68.0,50
B274,Q,R,Brand_5,Safe,2026-01-16 05:56:00,,49.0,0
B137,N,O,Brand_4,Need Attention,2025-12-25 02:35:00,21.0,,46
B105,H,I,Brand_10,Safe,2026-02-04 12:24:00,18.0,46.0,0
B122,,G,Brand_4,Need Attention,2026-01-24 15:04:00,29.0,34.0,46
B195,D,E,Brand_3,Safe,2025-12-29 17:59:00,30.0,69.0,0
B359,C,D,Brand_3,Need Attention,2026-01-22 23:11:00,,65.0,49
B170,I,J,Brand_4,Safe,2026-01-03 09:09:00,25.0,,5
B368,,P,Brand_10,Safe,2025-12-24 00:46:00,,61.0,5
B464,O,P,Brand_8,Need Attention,2025-12-27 00:04:00,31.0,34.0,47
B113,F,G,Brand_9,Bad,2025-12-19 06:21:00,33.0,56.0,81
B266,E,F,Brand_2,Bad,2026-01-18 19:38:00,23.0,,84
B257,E,F,Brand_1,Bad,2026-02-01 12:14:00,,,77
B050,D,E,Brand_3,Bad,2025-12-15 06:56:00,,67.0,75
B164,,O,Brand_9,Need Attention,2026-01-19 05:40:00,,,53
B286,M,N,Brand_2,Need Attention,2026-01-28 19:13:00,,49.0,54
B242,R,S,Brand_8,Safe,2026-01-26 07:30:00,,,3
B445,,E,Brand_4,Need Attention,2026-01-21 07:37:00,24.0,56.0,48
B491,M,N,Brand_6,Safe,2025-12-06 14:00:00,,36.0,1
B247,S,T,Brand_10,Need Attention,2026-01-25 15:20:00,,67.0,52
B386,B,C,Brand_7,Bad,2026-01-07 16:30:00,,42.0,84
B382,N,O,Brand_5,Bad,2025-12-11 05:52:00,26.0,59.0,82
B219,R,S,Brand_10,Safe,2026-01-09 23:53:00,,56.0,1
B266,,E,Brand_8,Safe,2026-01-01 13:14:00,,,0
B427,G,H,Brand_4,Safe,2025-12-28 03:58:00,,36.0,1
B040,,N,Brand_1,Need Attention,2025-12-04 18:35:00,29.0,,45
B316,K,L,Brand_1,Bad,2025-12-30 20:50:00,,,84
B151,,B,Brand_8,Safe,2026-01-11 14:36:00,,47.0,0
B076,O,P,Brand_2,Safe,2025-12-24 04:02:00,,,5
B080,D,E,Brand_1,Safe,2025-12-17 05:11:00,16.0,,0
B439,I,J,Brand_6,Bad,2025-12-20 18:24:00,,30.0,80
B062,F,G,Brand_4,Need Attention,2025-12-09 23:27:00,,,45
B407,M,N,Brand_5,Bad,2026-01-01 15:26:00,,63.0,75
B332,Q,R,Brand_8,Bad,2025-12-18 11:43:00,,,84
B118,Q,R,Brand_8,Safe,2026-02-04 07:54:00,25.0,,1
B456,T,I,Brand_9,Bad,2025-12-22 18:16:00,,57.0,85
B455,O,P,Brand_9,Safe,2026-01-25 02:00:00,,,5
B344,,A,Brand_6,Safe,2025-12-27 23:47:00,,,0
B449,,B,Brand_8,Bad,2026-01-03 13:41:00,,41.0,85
B349,M,N,Brand_1,Bad,2025-12-07 04:41:00,15.0,69.0,77
B420,,G,Brand_5,Need Attention,2025-12-17 10:52:00,23.0,,48
B456,O,P,Brand_7,Bad,2025-12-09 12:45:00,35.0,68.0,79
B006,P,Q,Brand_10,Bad,2026-01-20 03:01:00,29.0,,77
B031,T,E,Brand_7,Bad,2025-12-10 07:31:00,15.0,40.0,84
B385,D,E,Brand_4,Bad,2026-01-20 23:32:00,,37.0,81
B158,A,B,Brand_9,Safe,2025-12-23 01:09:00,,70.0,2
B051,N,O,Brand_9,Bad,2026-02-03 05:37:00,24.0,32.0,77
B307,,B,Brand_2,Bad,2026-01-05 12:39:00,,67.0,75
B020,J,K,Brand_10,Safe,2025-12-28 13:23:00,29.0,,0
B079,O,P,Brand_1,Safe,2026-02-01 18:52:00,,33.0,5
B414,J,K,Brand_5,Need Attention,2026-02-04 02:19:00,25.0,,53
B489,,J,Brand_6,Safe,2025-12-14 20:45:00,19.0,,0
B055,,Q,Brand_10,Bad,2025-11-28 10:45:00,31.0,37.0,81
B117,R,S,Brand_5,Safe,2025-12-02 17:48:00,,32.0,5
B021,I,J,Brand_5,Bad,2025-11-29 12:13:00,,,81
B410,I,J,Brand_2,Bad,2025-12-19 00:55:00,28.0,61.0,83
B371,,S,Brand_3,Bad,2026-01-16 22:32:00,15.0,,79
B073,F,G,Brand_9,Need Attention,2026-01-10 22:27:00,,,50
B451,K,L,Brand_1,Need Attention,2026-01-22 03:00:00,20.0,,53
B020,,R,Brand_8,Need Attention,2025-12-27 06:49:00,35.0,,47
B290,C,D,Brand_3,Need Attention,2026-01-05 00:23:00,,70.0,55
B320,,N,Brand_7,Bad,2025-11-29 22:13:00,29.0,,84
B263,M,N,Brand_5,Bad,2025-12-10 09:09:00,,45.0,85
B473,B,C,Brand_9,Safe,2026-01-29 17:02:00,31.0,,0
B049,M,N,Brand_6,Need Attention,2026-02-02 04:00:00,28.0,,55
B201,I,J,Brand_5,Safe,2025-12-26 07:07:00,,,3
B257,J,K,Brand_2,Need Attention,2026-01-27 19:27:00,,,50
B003,M,N,Brand_10,Need Attention,2026-01-04 06:50:00,,,48
B475,F,G,Brand_7,Bad,2025-12-17 21:45:00,21.0,31.0,80
B403,,Q,Brand_9,Safe,2026-02-03 03:56:00,,,3
B035,,K,Brand_3,Bad,2025-11-30 03:13:00,,,76
B218,,M,Brand_4,Bad,2025-12-22 20:35:00,,70.0,80
B413,M,N,Brand_5,Need Attention,2025-12-15 15:53:00,35.0,,54
B108,,G,Brand_3,Safe,2026-01-28 10:20:00,28.0,53.0,0
B045,A,B,Brand_10,Safe,2026-01-26 12:45:00,,33.0,0
B044,B,C,Brand_5,Need Attention,2026-01-31 10:08:00,,,45
B084,,R,Brand_4,Bad,2025-12-05 15:23:00,,,81
B260,,R,Brand_3,Need Attention,2025-12-11 21:55:00,20.0,,48
B261,,P,Brand_9,Need Attention,2026-01-01 01:46:00,17.0,51.0,52
B420,E,F,Brand_5,Bad,2025-12-23 03:39:00,26.0,,79
B477,J,K,Brand_9,Need Attention,2026-01-04 11:41:00,17.0,,50
B145,,G,Brand_6,Need Attention,2026-01-27 08:10:00,26.0,52.0,47
B168,D,E,Brand_1,Safe,2026-01-11 04:08:00,25.0,67.0,2
B484,N,O,Brand_5,Bad,2026-01-17 01:44:00,,53.0,85
B280,O,P,Brand_6,Need Attention,2025-12-19 07:21:00,16.0,50.0,51
B390,K,L,Brand_2,Need Attention,2025-12-31 10:09:00,,36.0,54
B255,A,B,Brand_8,Safe,2025-12-13 09:01:00,,38.0,0
B242,P,Q,Brand_1,Safe,2026-01-21 08:37:00,,,4
B134,F,G,Brand_7,Bad,2025-12-07 23:51:00,34.0,60.0,76
B067,,Q,Brand_3,Need Attention,2025-12-03 11:45:00,30.0,,55
B304,C,D,Brand_7,Need Attention,2025-12-16 15:44:00,29.0,,46
B178,B,C,Brand_3,Bad,2026-01-13 18:27:00,,,82
B250,,G,Brand_1,Need Attention,2026-01-19 21:24:00,15.0,65.0,50
B090,,B,Brand_4,Bad,2026-01-05 17:59:00,,,82
B482,A,B,Brand_10,Safe,2025-12-25 17:27:00,26.0,55.0,4
B217,I,J,Brand_2,Need Attention,2026-01-22 10:19:00,,,52
B259,F,G,Brand_9,Safe,2025-12-28 08:02:00,22.0,53.0,1
B028,G,H,Brand_7,Need Attention,2026-01-04 03:09:00,20.0,30.0,50
B024,,P,Brand_8,Need Attention,2026-01-22 02:19:00,,,51
B371,,J,Brand_10,Bad,2025-12-20 04:33:00,,49.0,83
B279,,D,Brand_2,Safe,2025-12-07 02:55:00,31.0,,0
B453,,E,Brand_8,Need Attention,2025-12-15 18:21:00,,,52
B324,E,F,Brand_10,Need Attention,2026-02-02 00:44:00,,,54
B088,L,M,Brand_5,Safe,2026-01-27 04:45:00,,,0
B012,F,G,Brand_7,Need Attention,2025-12-01 03:37:00,31.0,,45
B390,,K,Brand_10,Need Attention,2026-01-15 21:06:00,,50.0,50
B091,D,E,Brand_4,Bad,2025-12-08 23:46:00,16.0,,83
B242,E,F,Brand_10,Safe,2025-12-16 19:22:00,18.0,,0
B040,,R,Brand_6,Need Attention,2025-12-08 02:03:00,,,51
B084,S,T,Brand_2,Bad,2025-12-11 18:09:00,,42.0,79
B195,B,C,Brand_6,Bad,2026-01-17 19:41:00,,,75
B360,C,D,Brand_7,Safe,2025-12-25 01:08:00,18.0,33.0,0
B251,,S,Brand_3,Bad,2026-01-05 14:01:00,31.0,34.0,85
B158,,F,Brand_9,Safe,2025-12-26 23:42:00,,,5
B452,T,Q,Brand_4,Need Attention,2026-01-08 10:36:00,35.0,,45
B499,J,K,Brand_2,Safe,2026-02-04 04:15:00,,56.0,5
B219,R,S,Brand_1,Safe,2025-12-13 05:41:00,20.0,64.0,3
B326,G,H,Brand_1,Need Attention,2025-12-18 03:46:00,30.0,,47
B016,S,T,Brand_5,Safe,2026-01-07 13:15:00,,,0
B126,S,T,Brand_6,Need Attention,2026-01-06 20:04:00,,,46
B256,,K,Brand_8,Need Attention,2026-01-19 20:06:00,,58.0,47
B408,L,M,Brand_1,Bad,2026-01-12 01:51:00,17.0,,75
B104,D,E,Brand_6,Need Attention,2026-01-18 15:15:00,,,48
B453,J,K,Brand_8,Need Attention,2026-01-11 12:14:00,,31.0,51
B140,H,I,Brand_4,Safe,2025-12-17 13:12:00,32.0,,2
B241,R,S,Brand_3,Safe,2025-12-24 04:14:00,,51.0,4
B439,I,J,Brand_10,Safe,2026-01-10 06:42:00,17.0,,0
B038,,N,Brand_7,Need Attention,2025-12-10 09:29:00,21.0,,48
B019,A,B,Brand_10,Bad,2026-02-02 00:32:00,25.0,,77
B186,R,S,Brand_7,Safe,2025-12-13 19:50:00,21.0,53.0,1
B049,D,E,Brand_3,Need Attention,2026-02-02 12:17:00,23.0,,51
B275,C,D,Brand_1,Safe,2025-12-28 15:47:00,,,5
B421,N,O,Brand_1,Need Attention,2025-12-01 05:50:00,18.0,,46
B281,A,B,Brand_6,Safe,2026-01-06 01:07:00,26.0,54.0,0
B277,B,C,Brand_2,Safe,2025-12-27 16:51:00,,,5
B431,M,N,Brand_8,Bad,2026-01-22 21:09:00,,,76
B053,L,M,Brand_4,Need Attention,2025-12-10 21:45:00,25.0,,54
B012,Q,R,Brand_6,Bad,2025-12-14 07:36:00,25.0,64.0,80
B296,,S,Brand_5,Bad,2025-12-30 08:44:00,,,77
B082,F,G,Brand_3,Need Attention,2025-12-20 18:55:00,15.0,62.0,52
B398,T,F,Brand_7,Safe,2025-12-24 05:10:00,32.0,50.0,4
B149,K,L,Brand_1,Safe,2025-12-25 16:47:00,,56.0,0
B227,F,G,Brand_5,Need Attention,2026-02-03 23:08:00,21.0,,52
B207,K,L,Brand_1,Bad,2026-01-12 02:48:00,17.0,54.0,79
B028,K,L,Brand_5,Safe,2025-12-08 00:56:00,19.0,,1
B063,,A,Brand_4,Need Attention,2026-01-17 05:18:00,31.0,67.0,45
B140,G,H,Brand_6,Safe,2026-01-02 21:47:00,30.0,46.0,5
B316,B,C,Brand_6,Need Attention,2026-01-06 18:44:00,33.0,40.0,54
B212,A,B,Brand_7,Safe,2026-01-03 05:19:00,,35.0,0
B441,I,J,Brand_5,Need Attention,2026-01-18 22:40:00,,32.0,54
B203,,T,Brand_10,Bad,2026-01-06 07:32:00,17.0,,76
B261,T,D,Brand_3,Bad,2026-01-25 06:31:00,,,77
B448,,Q,Brand_4,Need Attention,2025-12-14 05:29:00,22.0,,53
B364,,M,Brand_7,Safe,2026-01-02 16:09:00,,60.0,0
B036,,D,Brand_3,Need Attention,2026-01-16 06:41:00,15.0,,54
B486,D,E,Brand_5,Need Attention,2026-01-20 09:50:00,21.0,47.0,53
B386,S,T,Brand_10,Safe,2025-12-06 15:08:00,22.0,52.0,0
B034,P,Q,Brand_7,Safe,2025-12-10 19:38:00,,,0
B219,A,B,Brand_9,Bad,2026-01-25 05:32:00,,,77
B338,G,H,Brand_9,Need Attention,2025-12-17 21:27:00,16.0,47.0,49
B192,C,D,Brand_6,Safe,2025-11-29 06:21:00,28.0,,0
B343,Q,R,Brand_2,Need Attention,2025-12-10 09:50:00,29.0,70.0,45
B497,Q,R,Brand_1,Safe,2025-12-04 01:30:00,,58.0,5
B043,L,M,Brand_5,Need Attention,2026-02-01 12:12:00,25.0,31.0,53
B225,,T,Brand_4,Bad,2026-01-09 06:21:00,,34.0,80
B247,I,J,Brand_4,Safe,2026-01-11 17:07:00,,,0
B076,Q,R,Brand_7,Need Attention,2025-12-05 21:31:00,,,47
B145,,M,Brand_9,Bad,2026-01-12 01:29:00,28.0,45.0,76
B054,H,I,Brand_4,Safe,2026-01-30 07:46:00,35.0,,3
B074,N,O,Brand_9,Bad,2025-11-30 02:39:00,29.0,,77
B093,L,M,Brand_2,Bad,2025-12-14 21:04:00,,,76
B140,,F,Brand_9,Need Attention,2025-12-26 19:45:00,17.0,66.0,54
B050,A,B,Brand_1,Safe,2025-12-15 22:31:00,,,0
B043,,L,Brand_8,Bad,2026-01-20 20:11:00,,57.0,84
B312,A,B,Brand_7,Bad,2026-02-01 20:19:00,26.0,31.0,85
B479,N,O,Brand_9,Safe,2025-12-29 13:47:00,,48.0,4
B454,C,D,Brand_6,Need Attention,2025-12-27 10:16:00,34.0,,54
B084,,G,Brand_4,Safe,2026-01-07 02:15:00,21.0,53.0,0
B255,O,P,Brand_2,Safe,2026-01-08 09:43:00,,40.0,0
B337,C,D,Brand_4,Safe,2026-01-11 16:31:00,20.0,40.0,0
B066,,G,Brand_1,Bad,2026-01-27 04:32:00,,,79
B326,G,H,Brand_9,Safe,2026-02-02 10:48:00,,56.0,5
B453,H,I,Brand_6,Need Attention,2025-12-02 22:59:00,20.0,,51
B297,H,I,Brand_4,Safe,2026-02-02 02:33:00,15.0,,3
B241,H,I,Brand_2,Safe,2025-12-01 20:04:00,31.0,66.0,5
B416,F,G,Brand_5,Bad,2025-12-19 07:13:00,33.0,,85
B268,S,T,Brand_4,Safe,2026-01-15 12:24:00,,,1
B139,O,P,Brand_6,Safe,2025-12-11 01:07:00,,,0
B146,R,S,Brand_1,Bad,2025-12-08 09:30:00,20.0,38.0,83
B149,S,T,Brand_7,Safe,2026-01-31 02:09:00,,,1
B309,H,I,Brand_6,Bad,2025-12-07 03:10:00,,56.0,75
B493,Q,R,Brand_1,Safe,2025-12-30 11:55:00,,,0
B325,M,N,Brand_6,Need Attention,2025-12-26 19:36:00,,,50
B312,,S,Brand_8,Safe,2025-12-27 18:22:00,27.0,,0
B279,K,L,Brand_2,Safe,2026-01-21 23:02:00,22.0,37.0,3
B232,T,M,Brand_3,Bad,2026-01-02 05:24:00,28.0,51.0,83
B012,K,L,Brand_10,Bad,2026-01-27 04:28:00,,,82
B035,Q,R,Brand_8,Bad,2026-02-04 17:59:00,,62.0,85
B158,,K,Brand_3,Need Attention,2026-01-30 13:35:00,,42.0,45
B209,H,I,Brand_3,Need Attention,2026-01-15 19:18:00,18.0,,52
B486,,F,Brand_1,Safe,2026-01-25 01:37:00,,,0
B441,T,F,Brand_7,Need Attention,2025-12-30 17:30:00,32.0,55.0,46
B123,O,P,Brand_6,Safe,2025-11-29 05:56:00,,,1
B325,Q,R,Brand_2,Bad,2025-11-28 23:03:00,,47.0,84
B143,,C,Brand_8,Bad,2025-12-29 20:14:00,,51.0,79
B264,M,N,Brand_9,Need Attention,2026-01-26 23:44:00,18.0,30.0,45
B351,,K,Brand_6,Bad,2026-01-02 06:24:00,31.0,33.0,85
B067,G,H,Brand_2,Safe,2025-11-28 17:01:00,21.0,,4
B269,C,D,Brand_10,Need Attention,2025-12-04 07:36:00,,,45
B300,K,L,Brand_8,Bad,2025-12-19 17:04:00,23.0,38.0,84
B490,L,M,Brand_2,Bad,2025-12-14 03:26:00,34.0,66.0,79
B123,J,K,Brand_4,Need Attention,2025-12-07 17:38:00,34.0,,46
B185,,G,Brand_4,Bad,2026-01-03 12:57:00,,,76
B490,O,P,Brand_7,Need Attention,2026-01-21 05:24:00,,50.0,52
B131,K,L,Brand_3,Safe,2026-01-11 21:29:00,35.0,30.0,2
B099,K,L,Brand_4,Bad,2025-12-06 20:50:00,,,83
B050,S,T,Brand_9,Safe,2025-12-12 21:35:00,,,4
B235,Q,R,Brand_7,Need Attention,2025-12-03 05:53:00,27.0,,51
B495,A,B,Brand_6,Need Attention,2025-12-30 23:34:00,,,47
B452,N,O,Brand_10,Bad,2026-01-24 03:52:00,,,80
B313,,K,Brand_5,Safe,2025-12-14 15:53:00,18.0,67.0,0
B205,,N,Brand_4,Safe,2026-01-12 20:30:00,18.0,,0
B096,L,M,Brand_5,Safe,2026-02-01 03:28:00,22.0,39.0,0
B482,C,D,Brand_6,Need Attention,2025-12-15 12:32:00,32.0,,49
B081,K,L,Brand_8,Safe,2025-12-02 17:00:00,27.0,,0
B250,M,N,Brand_5,Safe,2025-12-12 16:55:00,,,3
B465,,E,Brand_9,Need Attention,2025-12-27 19:10:00,19.0,68.0,55
B459,F,G,Brand_1,Bad,2026-02-03 14:35:00,,,78
B152,N,O,Brand_1,Need Attention,2025-12-10 08:38:00,27.0,31.0,54
B078,,K,Brand_1,Safe,2025-12-24 16:00:00,,,4
B181,O,P,Brand_2,Need Attention,2025-11-30 00:20:00,35.0,,46
B292,E,F,Brand_2,Need Attention,2025-12-17 22:17:00,,,53
B308,T,R,Brand_8,Bad,2025-12-02 16:11:00,33.0,,75
B305,A,B,Brand_1,Safe,2026-01-30 09:21:00,32.0,,3
B413,N,O,Brand_7,Bad,2026-01-03 10:21:00,34.0,45.0,75
B472,S,T,Brand_2,Bad,2026-01-08 11:21:00,,31.0,78
B152,R,S,Brand_2,Safe,2025-12-09 20:30:00,23.0,61.0,0
B045,G,H,Brand_6,Bad,2025-12-18 06:23:00,,61.0,75
B085,,R,Brand_5,Bad,2025-12-22 08:17:00,31.0,,78
B377,K,L,Brand_8,Bad,2025-12-21 03:38:00,26.0,,85
B231,,J,Brand_10,Bad,2025-12-28 22:41:00,,31.0,81
B346,,D,Brand_3,Bad,2025-12-02 04:44:00,,50.0,80
B096,,N,Brand_9,Need Attention,2025-12-15 01:51:00,,,50
B368,,N,Brand_9,Bad,2026-01-18 20:01:00,15.0,,85
B486,G,H,Brand_8,Bad,2025-12-16 08:09:00,,63.0,77
B045,K,L,Brand_9,Safe,2025-12-24 21:46:00,,46.0,4
B451,P,Q,Brand_2,Safe,2025-12-30 15:10:00,,,0
B224,P,Q,Brand_5,Bad,2026-01-25 03:34:00,20.0,,85
B471,E,F,Brand_8,Safe,2026-02-04 01:30:00,33.0,58.0,5
B337,O,P,Brand_3,Safe,2025-12-17 11:38:00,,,0
B153,A,B,Brand_10,Safe,2025-12-24 01:16:00,18.0,55.0,0
B003,N,O,Brand_8,Bad,2026-01-20 03:52:00,22.0,56.0,82
B155,,P,Brand_3,Need Attention,2026-01-21 18:06:00,,52.0,52
B202,O,P,Brand_10,Safe,2025-12-09 07:50:00,16.0,38.0,0
B230,C,D,Brand_9,Safe,2025-12-08 06:54:00,16.0,69.0,3
B319,F,G,Brand_4,Safe,2026-01-05 13:28:00,,,0
B231,,O,Brand_3,Safe,2026-01-04 01:54:00,,48.0,0
B451,T,K,Brand_4,Need Attention,2026-01-07 11:42:00,,,49
B292,J,K,Brand_1,Bad,2025-12-18 19:20:00,,47.0,75
B149,L,M,Brand_7,Safe,2026-01-01 04:34:00,,50.0,0
B251,G,H,Brand_7,Need Attention,2025-12-29 20:33:00,18.0,,54
B197,G,H,Brand_8,Bad,2025-12-30 06:45:00,,52.0,75
B450,D,E,Brand_6,Safe,2026-01-26 17:34:00,22.0,35.0,0
B120,B,C,Brand_5,Need Attention,2025-12-28 00:44:00,,,48
B409,G,H,Brand_9,Bad,2025-12-09 01:40:00,,35.0,80
B171,,P,Brand_2,Safe,2026-01-27 23:36:00,,63.0,0
B249,L,M,Brand_8,Safe,2026-01-03 02:58:00,,,1
